sales_person,country,product,date,sales,boxes_shipped,year,year_month_period,year_month,month_name,month_num
Brien Boise,Australia,Organic Choco Syrup,2022-07-15,4263.0,264,2022,2022-07,2022-07,July,7
Beverie Moffet,India,Organic Choco Syrup,2022-06-23,1036.0,20,2022,2022-06,2022-06,June,6
Dennison Crosswaite,Australia,Baker's Choco Chips,2022-01-11,13846.0,421,2022,2022-01,2022-01,January,1
Beverie Moffet,UK,50% Dark Bites,2022-02-09,2499.0,271,2022,2022-02,2022-02,February,2
Van Tuxwell,UK,Almond Choco,2022-06-06,10689.0,204,2022,2022-06,2022-06,June,6
Dotty Strutley,UK,Caramel Stuffed Bars,2022-08-10,5768.0,235,2022,2022-08,2022-08,August,8
Wilone O'Kielt,Australia,Smooth Sliky Salty,2022-01-04,2226.0,46,2022,2022-01,2022-01,January,1
Andria Kimpton,Canada,70% Dark Bites,2022-04-08,10262.0,15,2022,2022-04,2022-04,April,4
Barr Faughny,UK,Milk Bars,2022-03-02,3864.0,430,2022,2022-03,2022-03,March,3
Van Tuxwell,Canada,Drinking Coco,2022-06-15,4900.0,709,2022,2022-06,2022-06,June,6
Jehu Rudeforth,Australia,After Nines,2022-02-14,5250.0,47,2022,2022-02,2022-02,February,2
Husein Augar,UK,After Nines,2022-07-05,3507.0,380,2022,2022-07,2022-07,July,7
Barr Faughny,India,Mint Chip Choco,2022-01-12,7413.0,465,2022,2022-01,2022-01,January,1
Curtice Advani,India,Mint Chip Choco,2022-03-03,8155.0,96,2022,2022-03,2022-03,March,3
Jehu Rudeforth,New Zealand,Milk Bars,2022-05-18,2478.0,188,2022,2022-05,2022-05,May,5
Gunar Cockshoot,India,Caramel Stuffed Bars,2022-07-28,2471.0,202,2022,2022-07,2022-07,July,7
Curtice Advani,UK,Manuka Honey Choco,2022-02-07,1666.0,106,2022,2022-02,2022-02,February,2
Andria Kimpton,India,Orange Choco,2022-05-30,301.0,421,2022,2022-05,2022-05,May,5
Mallorie Waber,Australia,Raspberry Choco,2022-04-25,8400.0,27,2022,2022-04,2022-04,April,4
Beverie Moffet,Canada,85% Dark Bars,2022-02-16,6139.0,45,2022,2022-02,2022-02,February,2
Kelci Walkden,Australia,Drinking Coco,2022-05-04,1288.0,60,2022,2022-05,2022-05,May,5
Van Tuxwell,Canada,70% Dark Bites,2022-06-02,7077.0,77,2022,2022-06,2022-06,June,6
Dennison Crosswaite,USA,Caramel Stuffed Bars,2022-07-11,2317.0,464,2022,2022-07,2022-07,July,7
Beverie Moffet,New Zealand,Spicy Special Slims,2022-06-07,63.0,60,2022,2022-06,2022-06,June,6
Jan Morforth,UK,Almond Choco,2022-07-06,9744.0,157,2022,2022-07,2022-07,July,7
Husein Augar,India,Raspberry Choco,2022-06-15,9954.0,154,2022,2022-06,2022-06,June,6
Dotty Strutley,India,Mint Chip Choco,2022-04-14,1260.0,239,2022,2022-04,2022-04,April,4
Camilla Castle,India,Drinking Coco,2022-08-08,469.0,163,2022,2022-08,2022-08,August,8
Marney O'Breen,UK,Drinking Coco,2022-03-29,973.0,28,2022,2022-03,2022-03,March,3
Roddy Speechley,Australia,Organic Choco Syrup,2022-07-04,3647.0,76,2022,2022-07,2022-07,July,7
Ches Bonnell,India,99% Dark & Pure,2022-02-16,455.0,96,2022,2022-02,2022-02,February,2
Rafaelita Blaksland,Canada,Spicy Special Slims,2022-05-02,2520.0,156,2022,2022-05,2022-05,May,5
Van Tuxwell,India,Eclairs,2022-07-21,10500.0,106,2022,2022-07,2022-07,July,7
Gunar Cockshoot,Australia,99% Dark & Pure,2022-08-18,7952.0,235,2022,2022-08,2022-08,August,8
Kaine Padly,USA,85% Dark Bars,2022-06-22,483.0,259,2022,2022-06,2022-06,June,6
Camilla Castle,UK,Peanut Butter Cubes,2022-07-19,4872.0,126,2022,2022-07,2022-07,July,7
Madelene Upcott,UK,Peanut Butter Cubes,2022-08-12,7756.0,85,2022,2022-08,2022-08,August,8
Madelene Upcott,USA,Choco Coated Almonds,2022-06-07,5446.0,132,2022,2022-06,2022-06,June,6
Marney O'Breen,Canada,Peanut Butter Cubes,2022-03-08,6594.0,91,2022,2022-03,2022-03,March,3
Ches Bonnell,Australia,Choco Coated Almonds,2022-04-08,1470.0,167,2022,2022-04,2022-04,April,4
Curtice Advani,Canada,Eclairs,2022-05-06,721.0,203,2022,2022-05,2022-05,May,5
Roddy Speechley,India,Drinking Coco,2022-05-31,4494.0,11,2022,2022-05,2022-05,May,5
Van Tuxwell,Australia,Mint Chip Choco,2022-01-13,2674.0,295,2022,2022-01,2022-01,January,1
Dennison Crosswaite,USA,70% Dark Bites,2022-03-15,658.0,77,2022,2022-03,2022-03,March,3
Andria Kimpton,Canada,Peanut Butter Cubes,2022-02-16,1127.0,319,2022,2022-02,2022-02,February,2
Gigi Bohling,USA,70% Dark Bites,2022-01-14,7364.0,196,2022,2022-01,2022-01,January,1
Rafaelita Blaksland,Australia,White Choc,2022-03-21,6818.0,102,2022,2022-03,2022-03,March,3
Roddy Speechley,Canada,Drinking Coco,2022-05-17,6776.0,312,2022,2022-05,2022-05,May,5
Camilla Castle,New Zealand,85% Dark Bars,2022-08-08,15099.0,55,2022,2022-08,2022-08,August,8
Madelene Upcott,Canada,Milk Bars,2022-04-26,3612.0,82,2022,2022-04,2022-04,April,4
Madelene Upcott,Australia,70% Dark Bites,2022-04-15,3710.0,260,2022,2022-04,2022-04,April,4
Oby Sorrel,Canada,Eclairs,2022-05-19,6111.0,591,2022,2022-05,2022-05,May,5
Dennison Crosswaite,Canada,Drinking Coco,2022-01-10,2702.0,24,2022,2022-01,2022-01,January,1
Mallorie Waber,New Zealand,After Nines,2022-05-04,483.0,228,2022,2022-05,2022-05,May,5
Roddy Speechley,Canada,White Choc,2022-04-05,5887.0,268,2022,2022-04,2022-04,April,4
Andria Kimpton,India,After Nines,2022-01-17,952.0,68,2022,2022-01,2022-01,January,1
Roddy Speechley,India,Spicy Special Slims,2022-03-22,10647.0,173,2022,2022-03,2022-03,March,3
Dotty Strutley,Australia,White Choc,2022-07-05,6055.0,93,2022,2022-07,2022-07,July,7
Oby Sorrel,Canada,Orange Choco,2022-04-27,8757.0,338,2022,2022-04,2022-04,April,4
Kaine Padly,Canada,Almond Choco,2022-08-12,6055.0,73,2022,2022-08,2022-08,August,8
Jan Morforth,UK,Baker's Choco Chips,2022-03-11,721.0,251,2022,2022-03,2022-03,March,3
Jehu Rudeforth,UK,Fruit & Nut Bars,2022-05-13,8589.0,229,2022,2022-05,2022-05,May,5
Dennison Crosswaite,USA,Smooth Sliky Salty,2022-05-12,11781.0,91,2022,2022-05,2022-05,May,5
Brien Boise,USA,Raspberry Choco,2022-01-12,672.0,194,2022,2022-01,2022-01,January,1
Madelene Upcott,New Zealand,Milk Bars,2022-03-29,12558.0,403,2022,2022-03,2022-03,March,3
Roddy Speechley,India,50% Dark Bites,2022-03-14,8337.0,12,2022,2022-03,2022-03,March,3
Barr Faughny,New Zealand,99% Dark & Pure,2022-05-24,8134.0,195,2022,2022-05,2022-05,May,5
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-28,8491.0,75,2022,2022-01,2022-01,January,1
Beverie Moffet,India,Almond Choco,2022-05-24,3066.0,96,2022,2022-05,2022-05,May,5
Brien Boise,Australia,Peanut Butter Cubes,2022-08-19,301.0,205,2022,2022-08,2022-08,August,8
Karlen McCaffrey,Australia,Spicy Special Slims,2022-05-17,4410.0,323,2022,2022-05,2022-05,May,5
Jehu Rudeforth,USA,White Choc,2022-06-07,6559.0,119,2022,2022-06,2022-06,June,6
Ches Bonnell,Canada,Organic Choco Syrup,2022-07-26,574.0,217,2022,2022-07,2022-07,July,7
Dotty Strutley,India,Eclairs,2022-07-28,2086.0,384,2022,2022-07,2022-07,July,7
Karlen McCaffrey,India,70% Dark Bites,2022-05-23,5075.0,344,2022,2022-05,2022-05,May,5
Jehu Rudeforth,UK,Mint Chip Choco,2023-01-04,5902.13,178,2023,2023-01,2023-01,January,1
Van Tuxwell,India,85% Dark Bars,2023-08-01,8074.39,100,2023,2023-08,2023-08,August,8
Gigi Bohling,India,Peanut Butter Cubes,2023-07-07,4666.18,100,2023,2023-07,2023-07,July,7
Jan Morforth,Australia,Peanut Butter Cubes,2023-04-27,14103.4,350,2023,2023-04,2023-04,April,4
Jehu Rudeforth,UK,Peanut Butter Cubes,2023-02-24,14167.84,178,2023,2023-02,2023-02,February,2
Van Tuxwell,India,Smooth Sliky Salty,2023-06-06,5768.75,37,2023,2023-06,2023-06,June,6
Oby Sorrel,UK,99% Dark & Pure,2023-01-25,14673.2,175,2023,2023-01,2023-01,January,1
Gunar Cockshoot,Australia,After Nines,2023-03-24,3249.23,78,2023,2023-03,2023-03,March,3
Jehu Rudeforth,New Zealand,50% Dark Bites,2023-04-20,4526.24,64,2023,2023-04,2023-04,April,4
Brien Boise,Australia,99% Dark & Pure,2023-07-04,3166.56,98,2023,2023-07,2023-07,July,7
Rafaelita Blaksland,UK,Smooth Sliky Salty,2023-01-13,4866.39,65,2023,2023-01,2023-01,January,1
Barr Faughny,USA,Orange Choco,2023-03-10,4254.37,12,2023,2023-03,2023-03,March,3
Mallorie Waber,Canada,Eclairs,2023-01-13,1652.61,277,2023,2023-01,2023-01,January,1
Karlen McCaffrey,New Zealand,Drinking Coco,2023-07-28,171.49,163,2023,2023-07,2023-07,July,7
Marney O'Breen,New Zealand,Peanut Butter Cubes,2023-08-03,8549.84,169,2023,2023-08,2023-08,August,8
Beverie Moffet,Australia,Organic Choco Syrup,2023-01-26,7807.74,355,2023,2023-01,2023-01,January,1
Van Tuxwell,Canada,Organic Choco Syrup,2023-02-14,4561.43,44,2023,2023-02,2023-02,February,2
Roddy Speechley,USA,Smooth Sliky Salty,2023-04-05,3041.12,148,2023,2023-04,2023-04,April,4
Beverie Moffet,Canada,Milk Bars,2023-02-16,9786.09,248,2023,2023-02,2023-02,February,2
Curtice Advani,UK,85% Dark Bars,2023-06-08,1131.25,175,2023,2023-06,2023-06,June,6
Brien Boise,Australia,Eclairs,2023-06-27,7484.07,94,2023,2023-06,2023-06,June,6
Gunar Cockshoot,USA,Spicy Special Slims,2023-02-17,1339.61,166,2023,2023-02,2023-02,February,2
Marney O'Breen,USA,After Nines,2023-05-30,5481.18,159,2023,2023-05,2023-05,May,5
Husein Augar,UK,Drinking Coco,2023-03-14,3275.4,120,2023,2023-03,2023-03,March,3
Kaine Padly,Australia,Eclairs,2023-02-28,7677.78,118,2023,2023-02,2023-02,February,2
Karlen McCaffrey,India,Fruit & Nut Bars,2023-01-26,189.37,315,2023,2023-01,2023-01,January,1
Roddy Speechley,Canada,Spicy Special Slims,2023-02-09,1658.79,193,2023,2023-02,2023-02,February,2
Husein Augar,USA,Eclairs,2023-07-07,4168.93,122,2023,2023-07,2023-07,July,7
Dennison Crosswaite,New Zealand,White Choc,2023-07-05,10604.89,165,2023,2023-07,2023-07,July,7
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2023-06-15,5773.51,325,2023,2023-06,2023-06,June,6
Van Tuxwell,New Zealand,85% Dark Bars,2023-05-24,1838.78,121,2023,2023-05,2023-05,May,5
Rafaelita Blaksland,UK,99% Dark & Pure,2023-06-29,12643.1,150,2023,2023-06,2023-06,June,6
Wilone O'Kielt,Australia,Manuka Honey Choco,2023-05-11,4439.52,95,2023,2023-05,2023-05,May,5
Karlen McCaffrey,UK,Almond Choco,2023-06-30,7698.6,126,2023,2023-06,2023-06,June,6
Andria Kimpton,Canada,After Nines,2023-05-11,2222.3,77,2023,2023-05,2023-05,May,5
Roddy Speechley,USA,Manuka Honey Choco,2023-07-22,10959.02,302,2023,2023-07,2023-07,July,7
Andria Kimpton,UK,50% Dark Bites,2023-08-24,2854.85,337,2023,2023-08,2023-08,August,8
Kelci Walkden,New Zealand,After Nines,2023-07-07,147.82,74,2023,2023-07,2023-07,July,7
Camilla Castle,Australia,85% Dark Bars,2023-05-19,3790.51,14,2023,2023-05,2023-05,May,5
Karlen McCaffrey,India,Manuka Honey Choco,2023-07-04,2487.19,583,2023,2023-07,2023-07,July,7
Kelci Walkden,USA,After Nines,2023-06-02,1021.27,17,2023,2023-06,2023-06,June,6
Karlen McCaffrey,USA,Raspberry Choco,2023-04-15,15370.06,353,2023,2023-04,2023-04,April,4
Mallorie Waber,Canada,Choco Coated Almonds,2023-07-11,5345.58,250,2023,2023-07,2023-07,July,7
Andria Kimpton,India,Spicy Special Slims,2023-02-23,6559.44,154,2023,2023-02,2023-02,February,2
Madelene Upcott,Canada,Almond Choco,2023-08-22,8282.93,107,2023,2023-08,2023-08,August,8
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,6981.4,189,2023,2023-02,2023-02,February,2
Van Tuxwell,USA,50% Dark Bites,2023-01-13,10280.17,155,2023,2023-01,2023-01,January,1
Curtice Advani,Australia,Milk Bars,2023-02-14,7703.62,20,2023,2023-02,2023-02,February,2
Roddy Speechley,India,Eclairs,2023-06-10,4489.81,310,2023,2023-06,2023-06,June,6
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,5806.11,190,2023,2023-07,2023-07,July,7
Curtice Advani,Canada,Almond Choco,2023-03-24,5148.7,76,2023,2023-03,2023-03,March,3
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,8558.59,24,2023,2023-06,2023-06,June,6
Dotty Strutley,Australia,Drinking Coco,2023-07-19,94.19,145,2023,2023-07,2023-07,July,7
Beverie Moffet,USA,Raspberry Choco,2023-04-19,16223.83,87,2023,2023-04,2023-04,April,4
Marney O'Breen,India,85% Dark Bars,2023-07-19,2439.06,175,2023,2023-07,2023-07,July,7
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,466.65,23,2023,2023-07,2023-07,July,7
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18,2023,2023-02,2023-02,February,2
Brien Boise,Canada,99% Dark & Pure,2023-05-18,17675.28,446,2023,2023-05,2023-05,May,5
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,17280.98,58,2023,2023-06,2023-06,June,6
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,5091.78,219,2023,2023-06,2023-06,June,6
Andria Kimpton,Australia,Drinking Coco,2023-06-28,1657.2,49,2023,2023-06,2023-06,June,6
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,305.79,189,2023,2023-05,2023-05,May,5
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,3377.41,325,2023,2023-05,2023-05,May,5
Karlen McCaffrey,India,Almond Choco,2023-07-06,6188.62,157,2023,2023-07,2023-07,July,7
Oby Sorrel,India,99% Dark & Pure,2023-05-27,10914.36,11,2023,2023-05,2023-05,May,5
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12,2023,2023-04,2023-04,April,4
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,21762.8,15,2023,2023-08,2023-08,August,8
Camilla Castle,India,50% Dark Bites,2023-07-04,10539.54,398,2023,2023-07,2023-07,July,7
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,6665.87,60,2023,2023-07,2023-07,July,7
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,9605.11,98,2023,2023-07,2023-07,July,7
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,13018.0,103,2023,2023-03,2023-03,March,3
Gigi Bohling,UK,Almond Choco,2023-01-10,6046.4,10,2023,2023-01,2023-01,January,1
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,3078.33,231,2023,2023-03,2023-03,March,3
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,970.96,291,2023,2023-06,2023-06,June,6
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,2064.71,208,2023,2023-08,2023-08,August,8
Roddy Speechley,Canada,Milk Bars,2023-07-13,679.94,34,2023,2023-07,2023-07,July,7
Camilla Castle,USA,Spicy Special Slims,2023-02-11,1311.25,251,2023,2023-02,2023-02,February,2
Marney O'Breen,USA,Orange Choco,2023-01-27,8692.64,184,2023,2023-01,2023-01,January,1
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,4993.21,145,2023,2023-01,2023-01,January,1
Camilla Castle,USA,White Choc,2023-08-18,10898.19,24,2023,2023-08,2023-08,August,8
Andria Kimpton,USA,Raspberry Choco,2023-06-30,15565.91,21,2023,2023-06,2023-06,June,6
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328,2023,2023-08,2023-08,August,8
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,66.35,197,2023,2023-08,2023-08,August,8
Roddy Speechley,New Zealand,After Nines,2023-05-25,8766.45,10,2023,2023-05,2023-05,May,5
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,4265.48,85,2023,2023-01,2023-01,January,1
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,6087.53,113,2023,2023-02,2023-02,February,2
Karlen McCaffrey,USA,Orange Choco,2023-05-12,11694.48,425,2023,2023-05,2023-05,May,5
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,7616.38,392,2023,2023-03,2023-03,March,3
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,7807.02,419,2023,2023-04,2023-04,April,4
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,7990.91,343,2023,2023-01,2023-01,January,1
Dennison Crosswaite,UK,Eclairs,2023-03-24,6757.17,276,2023,2023-03,2023-03,March,3
Madelene Upcott,India,Raspberry Choco,2023-07-07,4409.21,10,2023,2023-07,2023-07,July,7
Van Tuxwell,USA,After Nines,2023-07-26,722.25,255,2023,2023-07,2023-07,July,7
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,1896.24,115,2023,2023-07,2023-07,July,7
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,2966.83,65,2023,2023-07,2023-07,July,7
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,51.29,100,2023,2023-04,2023-04,April,4
Beverie Moffet,Australia,Eclairs,2023-06-20,1835.42,6,2023,2023-06,2023-06,June,6
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,14592.11,509,2023,2023-06,2023-06,June,6
Marney O'Breen,USA,50% Dark Bites,2023-06-15,1114.13,106,2023,2023-06,2023-06,June,6
Husein Augar,USA,After Nines,2023-04-08,13051.75,193,2023,2023-04,2023-04,April,4
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31,2023,2023-03,2023-03,March,3
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,1588.28,352,2023,2023-07,2023-07,July,7
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80,2023,2023-04,2023-04,April,4
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,4646.91,317,2023,2023-03,2023-03,March,3
Brien Boise,Canada,Spicy Special Slims,2023-03-04,8929.88,100,2023,2023-03,2023-03,March,3
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,141.23,38,2023,2023-08,2023-08,August,8
Husein Augar,UK,Spicy Special Slims,2023-08-25,5068.99,45,2023,2023-08,2023-08,August,8
Marney O'Breen,USA,Almond Choco,2023-02-25,8012.72,163,2023,2023-02,2023-02,February,2
Kelci Walkden,India,Orange Choco,2023-06-07,10587.71,134,2023,2023-06,2023-06,June,6
Jan Morforth,India,Spicy Special Slims,2023-04-12,2155.62,495,2023,2023-04,2023-04,April,4
Ches Bonnell,India,Spicy Special Slims,2023-07-06,11010.43,103,2023,2023-07,2023-07,July,7
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,6787.72,192,2023,2023-01,2023-01,January,1
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,5715.07,90,2023,2023-01,2023-01,January,1
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,12100.65,142,2023,2023-01,2023-01,January,1
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,623.75,285,2023,2023-04,2023-04,April,4
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,6528.42,22,2023,2023-06,2023-06,June,6
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,1540.55,47,2023,2023-01,2023-01,January,1
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123,2023,2023-03,2023-03,March,3
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431,2023,2023-02,2023-02,February,2
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,17297.66,96,2023,2023-02,2023-02,February,2
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,2043.55,28,2023,2023-01,2023-01,January,1
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570,2023,2023-03,2023-03,March,3
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,933.45,122,2023,2023-06,2023-06,June,6
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44,2023,2023-04,2023-04,April,4
Kelci Walkden,UK,Eclairs,2023-01-25,5029.35,61,2023,2023-01,2023-01,January,1
Jan Morforth,India,Almond Choco,2023-03-11,5143.49,21,2023,2023-03,2023-03,March,3
Dotty Strutley,UK,Almond Choco,2023-07-28,16707.88,102,2023,2023-07,2023-07,July,7
Marney O'Breen,New Zealand,After Nines,2023-03-09,1558.87,46,2023,2023-03,2023-03,March,3
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196,2023,2023-06,2023-06,June,6
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375,2023,2023-07,2023-07,July,7
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54,2023,2023-08,2023-08,August,8
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,2919.11,271,2023,2023-01,2023-01,January,1
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7,2023,2023-03,2023-03,March,3
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91,2023,2023-07,2023-07,July,7
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,4033.53,430,2023,2023-08,2023-08,August,8
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182,2023,2023-05,2023-05,May,5
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137,2023,2023-08,2023-08,August,8
Jan Morforth,India,Eclairs,2023-01-05,2835.9,26,2023,2023-01,2023-01,January,1
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,5828.22,121,2023,2023-07,2023-07,July,7
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32,2023,2023-04,2023-04,April,4
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118,2023,2023-04,2023-04,April,4
Barr Faughny,USA,Raspberry Choco,2023-04-12,10102.86,107,2023,2023-04,2023-04,April,4
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,2084.86,119,2023,2023-08,2023-08,August,8
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268,2023,2023-06,2023-06,June,6
Ches Bonnell,Australia,Eclairs,2023-07-05,4248.34,130,2023,2023-07,2023-07,July,7
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,2236.11,46,2023,2023-06,2023-06,June,6
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26,2023,2023-01,2023-01,January,1
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,12870.47,227,2023,2023-01,2023-01,January,1
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19,2023,2023-01,2023-01,January,1
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149,2023,2023-03,2023-03,March,3
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509,2023,2023-04,2023-04,April,4
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107,2023,2023-02,2023-02,February,2
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175,2023,2023-03,2023-03,March,3
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83,2023,2023-03,2023-03,March,3
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200,2023,2023-01,2023-01,January,1
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479,2023,2023-06,2023-06,June,6
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171,2023,2023-03,2023-03,March,3
Curtice Advani,Australia,Orange Choco,2023-07-12,909.93,132,2023,2023-07,2023-07,July,7
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,5631.26,142,2023,2023-07,2023-07,July,7
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186,2023,2023-01,2023-01,January,1
Andria Kimpton,USA,85% Dark Bars,2023-04-05,9458.03,87,2023,2023-04,2023-04,April,4
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12,2023,2023-02,2023-02,February,2
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15,2023,2023-05,2023-05,May,5
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106,2023,2023-07,2023-07,July,7
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45,2023,2023-01,2023-01,January,1
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112,2023,2023-07,2023-07,July,7
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12,2023,2023-04,2023-04,April,4
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22,2023,2023-02,2023-02,February,2
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111,2023,2023-03,2023-03,March,3
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206,2023,2023-03,2023-03,March,3
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6,2023,2023-07,2023-07,July,7
